id_client;sexe;tranche_age;enfant_conduite_accompagne;nombre_enfants;tranche_revenus;tranche_valeur_RP;formation;usage_vehicule;type_vehicule;vehicule_est_rouge;tranche nbr_pts-perdus;tranche_age_vehicule;type_conduite;date_demande_mois_année;etat_dossier;formule;tarif_devis
484;F;36-54;VRAI;2;50000-75000;200000-250000;Masters;Private;Minivan;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_premium;B
485;F;54-72;FAUX;0;100000-125000;300000-350000;Masters;Private;Sports Car;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
486;F;0-18;FAUX;0;0-25000;100000-150000;<High School;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
487;F;18-36;VRAI;2;25000-50000;150000-200000;<High School;Private;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
488;M;54-72;FAUX;0;25000-50000;100000-150000;High School;Commercial;SUV;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_premium;A
489;M;0-18;FAUX;2;25000-50000;150000-200000;High School;Private;Sports Car;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
490;M;18-36;FAUX;2;25000-50000;0-50000;High School;Commercial;Minivan;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
491;F;54-72;VRAI;3;50000-75000;250000-300000;Bachelors;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
492;M;72-90;FAUX;1;50000-75000;150000-200000;Bachelors;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
493;F;72-90;FAUX;0;0-25000;0-50000;High School;Commercial;Pickup;VRAI;0-3 pts;10-15 ans;Highly Rural/ Rural;mars-22;complet;dev_integral;A
494;M;36-54;FAUX;0;25000-50000;150000-200000;High School;Private;SUV;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
495;F;0-18;FAUX;0;100000-125000;300000-350000;Masters;Commercial;Panel Truck;VRAI;3-6 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_premium;B
496;F;18-36;FAUX;0;25000-50000;150000-200000;<High School;Private;Minivan;FAUX;3-6 pts;N/C;Highly Rural/ Rural;mai-22;complet;dev_premium;A
497;F;72-90;FAUX;0;75000-100000;250000-300000;Bachelors;Commercial;Van;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
498;M;0-18;VRAI;3;0-25000;100000-150000;<High School;Commercial;Pickup;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
499;M;36-54;FAUX;0;175000-200000;0-50000;PhD;Private;Pickup;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
500;M;90-108;FAUX;0;0-25000;N/C;PhD;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mars-22;complet;dev_integral;A
501;M;18-36;FAUX;0;50000-75000;0-50000;Masters;Private;Pickup;VRAI;0-3 pts;N/C;Highly Urban/ Urban;mai-22;complet;dev_express;A
502;F;54-72;FAUX;0;100000-125000;0-50000;PhD;Private;Minivan;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
503;F;72-90;FAUX;0;25000-50000;100000-150000;High School;Private;Pickup;FAUX;0-3 pts;10-15 ans;Highly Rural/ Rural;mai-22;complet;dev_premium;B
504;F;0-18;FAUX;0;125000-150000;400000-450000;Bachelors;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
505;F;54-72;FAUX;3;25000-50000;100000-150000;High School;Commercial;Pickup;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
506;F;72-90;FAUX;0;100000-125000;0-50000;Bachelors;Commercial;Van;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
507;F;36-54;FAUX;0;50000-75000;0-50000;<High School;Private;Pickup;VRAI;0-3 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
508;M;36-54;FAUX;0;0-25000;0-50000;High School;Commercial;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
509;F;36-54;FAUX;0;125000-150000;0-50000;PhD;Commercial;Van;VRAI;3-6 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;B
510;F;36-54;FAUX;0;125000-150000;0-50000;PhD;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
511;F;54-72;FAUX;0;75000-100000;250000-300000;<High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
512;M;54-72;FAUX;3;0-25000;0-50000;High School;Commercial;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
513;F;18-36;FAUX;0;0-25000;N/C;Bachelors;Commercial;Minivan;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
514;M;54-72;FAUX;0;25000-50000;100000-150000;High School;Commercial;Pickup;VRAI;0-3 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_premium;A
515;M;54-72;FAUX;0;75000-100000;250000-300000;Masters;Private;Minivan;FAUX;0-3 pts;20-25 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
516;M;54-72;FAUX;2;125000-150000;350000-400000;Bachelors;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
517;F;54-72;FAUX;2;75000-100000;200000-250000;Bachelors;Commercial;Minivan;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
518;F;18-36;FAUX;0;100000-125000;250000-300000;Masters;Commercial;Panel Truck;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
519;M;18-36;FAUX;0;N/C;0-50000;PhD;Private;Minivan;VRAI;0-3 pts;20-25 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
520;F;72-90;FAUX;0;125000-150000;300000-350000;Bachelors;Commercial;SUV;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;B
521;M;54-72;FAUX;0;25000-50000;0-50000;Masters;Private;Minivan;FAUX;0-3 pts;N/C;Highly Urban/ Urban;févr-22;complet;dev_integral;A
522;F;54-72;FAUX;0;25000-50000;200000-250000;<High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
523;M;0-18;VRAI;2;0-25000;0-50000;<High School;Commercial;Minivan;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;avr-22;complet;dev_integral;A
524;M;0-18;FAUX;0;100000-125000;300000-350000;PhD;Private;Minivan;FAUX;3-6 pts;N/C;Highly Urban/ Urban;mai-22;complet;dev_express;A
525;F;72-90;FAUX;0;25000-50000;N/C;High School;Private;SUV;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
526;F;54-72;FAUX;0;0-25000;150000-200000;<High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_premium;A
527;M;18-36;FAUX;0;N/C;200000-250000;High School;Commercial;Pickup;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
528;F;54-72;VRAI;4;25000-50000;150000-200000;Bachelors;Private;SUV;FAUX;9-12 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
529;M;72-90;FAUX;2;75000-100000;250000-300000;Bachelors;Commercial;Pickup;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;févr-22;complet;dev_integral;A
530;M;72-90;FAUX;1;50000-75000;150000-200000;Bachelors;Private;Sports Car;FAUX;0-3 pts;N/C;Highly Urban/ Urban;mai-22;complet;dev_express;A
531;F;72-90;FAUX;0;25000-50000;150000-200000;Masters;Private;Minivan;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
532;M;54-72;FAUX;1;25000-50000;150000-200000;High School;Commercial;Panel Truck;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
533;M;36-54;VRAI;2;50000-75000;0-50000;High School;Commercial;Pickup;VRAI;0-3 pts;5-10 ans;Highly Rural/ Rural;mars-22;complet;dev_express;A
534;M;72-90;FAUX;0;N/C;200000-250000;High School;Commercial;Pickup;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
535;M;54-72;FAUX;3;25000-50000;150000-200000;Bachelors;Commercial;Pickup;VRAI;0-3 pts;10-15 ans;Highly Rural/ Rural;mai-22;complet;dev_premium;A
536;M;36-54;FAUX;3;N/C;250000-300000;Bachelors;Private;Pickup;VRAI;3-6 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
537;F;54-72;FAUX;0;50000-75000;200000-250000;High School;Commercial;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
538;F;54-72;FAUX;2;N/C;200000-250000;Bachelors;Private;Minivan;VRAI;0-3 pts;N/C;Highly Rural/ Rural;janv-22;complet;dev_express;A
539;F;36-54;FAUX;1;0-25000;0-50000;High School;Private;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;janv-22;complet;dev_integral;A
540;F;36-54;FAUX;0;0-25000;0-50000;<High School;Private;Pickup;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
541;M;0-18;FAUX;0;125000-150000;400000-450000;Masters;Private;Pickup;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
542;F;0-18;VRAI;3;75000-100000;0-50000;Masters;Private;Sports Car;FAUX;6-9 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
543;M;72-90;FAUX;0;50000-75000;0-50000;Bachelors;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
544;M;72-90;FAUX;0;25000-50000;150000-200000;Masters;Private;Minivan;VRAI;0-3 pts;15-20 ans;Highly Rural/ Rural;mars-22;complet;dev_integral;A
545;F;54-72;FAUX;0;50000-75000;250000-300000;High School;Private;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
546;F;72-90;VRAI;1;75000-100000;200000-250000;Masters;Commercial;Panel Truck;VRAI;0-3 pts;10-15 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
547;M;54-72;FAUX;0;25000-50000;150000-200000;Bachelors;Private;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
548;M;18-36;FAUX;0;25000-50000;150000-200000;Bachelors;Private;SUV;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
549;F;54-72;FAUX;0;50000-75000;200000-250000;PhD;Private;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
550;M;72-90;FAUX;0;175000-200000;450000-500000;PhD;Private;SUV;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
551;F;18-36;FAUX;2;25000-50000;150000-200000;High School;Private;Pickup;VRAI;0-3 pts;10-15 ans;Highly Rural/ Rural;févr-22;complet;dev_premium;B
552;M;36-54;FAUX;0;75000-100000;200000-250000;Masters;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
553;M;54-72;FAUX;0;N/C;550000-600000;PhD;Private;Sports Car;FAUX;0-3 pts;20-25 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
554;M;72-90;FAUX;0;25000-50000;150000-200000;High School;Commercial;SUV;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
555;M;36-54;FAUX;0;25000-50000;0-50000;High School;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
556;M;90-108;VRAI;2;25000-50000;150000-200000;Bachelors;Commercial;Pickup;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
557;M;0-18;FAUX;0;N/C;0-50000;High School;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;avr-22;complet;dev_express;A
558;M;0-18;FAUX;1;50000-75000;200000-250000;Bachelors;Private;Minivan;FAUX;0-3 pts;N/C;Highly Urban/ Urban;avr-22;complet;dev_integral;A
559;F;54-72;FAUX;0;0-25000;100000-150000;Masters;Commercial;Panel Truck;VRAI;0-3 pts;N/C;Highly Urban/ Urban;mai-22;complet;dev_integral;A
560;M;72-90;FAUX;0;0-25000;N/C;<High School;Private;Pickup;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
561;M;0-18;FAUX;0;50000-75000;0-50000;Masters;Private;Minivan;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
562;M;0-18;FAUX;0;0-25000;0-50000;High School;Private;Sports Car;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
563;M;18-36;FAUX;0;25000-50000;0-50000;Masters;Commercial;Van;VRAI;3-6 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
564;M;36-54;FAUX;2;0-25000;0-50000;Bachelors;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
565;F;18-36;FAUX;2;0-25000;150000-200000;<High School;Private;Van;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
566;M;18-36;VRAI;3;75000-100000;250000-300000;PhD;Private;SUV;FAUX;3-6 pts;15-20 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
567;F;54-72;FAUX;0;0-25000;50000-100000;Bachelors;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
568;M;0-18;VRAI;2;0-25000;100000-150000;<High School;Private;Pickup;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
569;F;72-90;FAUX;0;175000-200000;450000-500000;PhD;Private;Pickup;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
570;M;18-36;FAUX;0;50000-75000;250000-300000;Bachelors;Private;SUV;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
571;F;54-72;FAUX;0;150000-175000;450000-500000;PhD;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;A
572;F;18-36;FAUX;1;75000-100000;200000-250000;Masters;Commercial;Panel Truck;VRAI;0-3 pts;20-25 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;B
573;F;54-72;FAUX;0;0-25000;0-50000;Bachelors;Commercial;Pickup;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
574;F;72-90;FAUX;0;75000-100000;0-50000;Masters;Private;SUV;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
575;F;0-18;FAUX;0;0-25000;100000-150000;Bachelors;Private;Pickup;VRAI;0-3 pts;15-20 ans;Highly Rural/ Rural;mai-22;complet;dev_express;A
576;M;72-90;FAUX;3;75000-100000;250000-300000;Bachelors;Commercial;Van;VRAI;3-6 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
577;F;54-72;FAUX;0;50000-75000;0-50000;Masters;Private;Pickup;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
578;M;0-18;FAUX;0;0-25000;0-50000;Bachelors;Commercial;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
579;M;54-72;FAUX;0;0-25000;100000-150000;<High School;Private;Minivan;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
580;M;36-54;FAUX;0;75000-100000;250000-300000;<High School;Private;SUV;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
581;M;54-72;FAUX;2;25000-50000;0-50000;<High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;A
582;M;36-54;FAUX;2;0-25000;50000-100000;Bachelors;Commercial;Panel Truck;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
583;M;54-72;FAUX;2;50000-75000;250000-300000;Bachelors;Private;Minivan;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
584;M;72-90;FAUX;0;0-25000;0-50000;High School;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Rural/ Rural;févr-22;complet;dev_integral;A
585;F;36-54;FAUX;0;75000-100000;250000-300000;Bachelors;Commercial;Minivan;FAUX;0-3 pts;N/C;Highly Urban/ Urban;janv-22;complet;dev_integral;A
586;M;72-90;FAUX;0;0-25000;50000-100000;High School;Private;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
587;M;90-108;VRAI;2;50000-75000;200000-250000;Bachelors;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_premium;B
588;M;72-90;FAUX;1;N/C;50000-100000;High School;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Rural/ Rural;mars-22;complet;dev_premium;B
589;M;54-72;FAUX;0;0-25000;0-50000;<High School;Private;SUV;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
590;M;36-54;VRAI;2;N/C;50000-100000;High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;avr-22;complet;dev_express;A
591;F;72-90;FAUX;0;25000-50000;150000-200000;<High School;Private;Pickup;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
592;F;36-54;FAUX;0;125000-150000;350000-400000;Bachelors;Commercial;Panel Truck;VRAI;3-6 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
593;M;0-18;FAUX;0;100000-125000;0-50000;Masters;Private;Van;VRAI;6-9 pts;N/C;Highly Urban/ Urban;janv-22;complet;dev_express;A
594;M;0-18;FAUX;4;75000-100000;250000-300000;Masters;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
595;F;72-90;FAUX;0;50000-75000;0-50000;Bachelors;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
596;M;72-90;FAUX;0;25000-50000;150000-200000;Masters;Private;Sports Car;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
597;M;36-54;FAUX;0;0-25000;0-50000;<High School;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Rural/ Rural;févr-22;complet;dev_integral;A
598;M;72-90;FAUX;0;175000-200000;450000-500000;PhD;Private;Minivan;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
599;M;54-72;FAUX;0;0-25000;N/C;Masters;Private;Sports Car;FAUX;0-3 pts;20-25 ans;Highly Rural/ Rural;févr-22;complet;dev_premium;B
600;F;18-36;FAUX;1;75000-100000;0-50000;Bachelors;Commercial;Pickup;VRAI;6-9 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
601;M;54-72;VRAI;2;N/C;100000-150000;<High School;Commercial;Pickup;VRAI;0-3 pts;0-5 ans;Highly Rural/ Rural;mars-22;complet;dev_premium;A
602;M;54-72;VRAI;2;75000-100000;200000-250000;Bachelors;Commercial;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
603;F;54-72;VRAI;3;0-25000;50000-100000;Bachelors;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
604;M;54-72;FAUX;0;250000-275000;600000-650000;PhD;Commercial;Panel Truck;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
605;F;0-18;FAUX;0;75000-100000;250000-300000;Bachelors;Commercial;SUV;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;B
606;M;18-36;FAUX;0;N/C;150000-200000;Bachelors;Private;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_premium;B
607;F;54-72;FAUX;3;50000-75000;200000-250000;Masters;Private;Minivan;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
608;M;36-54;FAUX;0;50000-75000;250000-300000;Masters;Commercial;Van;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;B
609;M;54-72;FAUX;0;50000-75000;0-50000;High School;Commercial;Minivan;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
610;F;0-18;FAUX;1;25000-50000;0-50000;High School;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_express;A
611;M;54-72;FAUX;0;75000-100000;300000-350000;PhD;Private;Minivan;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
612;M;18-36;FAUX;4;125000-150000;0-50000;Masters;Private;Minivan;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
613;F;36-54;FAUX;0;75000-100000;250000-300000;PhD;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Rural/ Rural;janv-22;complet;dev_premium;A
614;M;0-18;FAUX;0;25000-50000;150000-200000;High School;Commercial;Minivan;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
615;M;0-18;FAUX;0;150000-175000;450000-500000;PhD;Private;Van;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
616;F;54-72;FAUX;0;150000-175000;0-50000;Masters;Private;Sports Car;FAUX;3-6 pts;20-25 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
617;F;0-18;FAUX;0;75000-100000;0-50000;Masters;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Rural/ Rural;janv-22;complet;dev_integral;A
618;M;54-72;VRAI;2;25000-50000;0-50000;Masters;Private;Sports Car;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
619;F;0-18;FAUX;0;25000-50000;N/C;Bachelors;Commercial;Sports Car;FAUX;0-3 pts;N/C;Highly Urban/ Urban;févr-22;complet;dev_integral;A
620;F;18-36;FAUX;0;75000-100000;0-50000;High School;Private;Minivan;VRAI;0-3 pts;N/C;Highly Rural/ Rural;avr-22;complet;dev_express;A
621;M;54-72;FAUX;3;N/C;200000-250000;Bachelors;Private;Minivan;VRAI;3-6 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
622;F;18-36;FAUX;0;175000-200000;0-50000;Masters;Commercial;Panel Truck;VRAI;0-3 pts;15-20 ans;Highly Rural/ Rural;janv-22;complet;dev_express;A
623;M;18-36;FAUX;0;75000-100000;0-50000;PhD;Private;Sports Car;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
624;M;18-36;FAUX;0;100000-125000;250000-300000;Bachelors;Private;Pickup;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
625;M;18-36;FAUX;0;50000-75000;150000-200000;Bachelors;Commercial;Sports Car;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
626;M;0-18;FAUX;0;25000-50000;100000-150000;Masters;Private;Van;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
627;M;0-18;FAUX;0;25000-50000;150000-200000;High School;Private;Pickup;FAUX;3-6 pts;0-5 ans;Highly Rural/ Rural;févr-22;complet;dev_premium;B
628;F;54-72;FAUX;0;100000-125000;300000-350000;High School;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
629;M;0-18;FAUX;0;200000-225000;500000-550000;PhD;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
630;M;36-54;FAUX;0;75000-100000;250000-300000;Bachelors;Commercial;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;B
631;M;36-54;FAUX;0;25000-50000;200000-250000;<High School;Private;Sports Car;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
632;M;18-36;FAUX;0;50000-75000;N/C;Masters;Private;Pickup;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
633;M;0-18;FAUX;0;125000-150000;300000-350000;Masters;Private;Minivan;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
634;F;90-108;FAUX;0;50000-75000;200000-250000;Bachelors;Private;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
635;F;0-18;FAUX;2;75000-100000;250000-300000;Bachelors;Commercial;Van;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
636;F;18-36;VRAI;3;50000-75000;N/C;Masters;Commercial;Pickup;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
637;F;18-36;FAUX;0;75000-100000;250000-300000;Bachelors;Commercial;Panel Truck;FAUX;0-3 pts;N/C;Highly Rural/ Rural;févr-22;complet;dev_integral;A
638;F;54-72;FAUX;0;25000-50000;0-50000;<High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;févr-22;complet;dev_integral;A
639;F;72-90;FAUX;1;50000-75000;150000-200000;High School;Commercial;Pickup;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
640;F;72-90;FAUX;0;25000-50000;100000-150000;High School;Commercial;Pickup;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;A
641;M;54-72;VRAI;1;0-25000;N/C;<High School;Private;Sports Car;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
642;F;0-18;FAUX;0;0-25000;50000-100000;<High School;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
643;F;18-36;FAUX;0;25000-50000;150000-200000;High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;janv-22;complet;dev_integral;A
644;M;54-72;VRAI;2;0-25000;50000-100000;<High School;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
